college_id,name,lat,lon,state,type,control,acceptance,enrollment,tuition,url
paul-smiths-college-of-arts-and-science_NY_44.434_-74.253,Paul Smiths College of Arts and Science,44.433965,-74.252675,NY,Business / Arts / Specialty Schools,Private Nonprofit,90.7%,582,"$32,049.00",www.paulsmiths.edu
plaza-college_NY_40.715_-73.831,Plaza College,40.714894,-73.831156,NY,Online / For-Profit,Private For-profit,30.0%,829,"$15,450.00",www.plazacollege.edu
davis-college_NY_43.731_-73.812,Davis College,43.730713,-73.812057,NY,Private Liberal Arts Colleges,Private Nonprofit,33.3%,88,"$17,500.00",davisny.edu
pratt-institute-main_NY_40.691_-73.964,Pratt Institute-Main,40.691297,-73.96431,NY,Public Regional Universities,Private Nonprofit,53.2%,"3,766","$59,683.00",www.pratt.edu
rabbinical-academy-mesivta-rabbi-chaim-berlin_NY_40.618_-73.964,Rabbinical Academy Mesivta Rabbi Chaim Berlin,40.618347,-73.963615,NY,Public Regional Universities,Private Nonprofit,100.0%,160,"$10,800.00",rabbinicalacademyrabbichaimberlin.com
rabbinical-college-bobover-yeshiva-bnei-zion_NY_40.632_-73.985,Rabbinical College Bobover Yeshiva Bnei Zion,40.631954,-73.985026,NY,Private Liberal Arts Colleges,Private Nonprofit,,436,"$10,000.00",rabbinicalcollegeboboveryeshiva.edu
rabbinical-college-beth-shraga_NY_41.114_-74.073,Rabbinical College Beth Shraga,41.114116,-74.07258,NY,Community Colleges,Private Nonprofit,92.6%,48,"$16,150.00",rabbinicalcollegebethshraga.com
rabbinical-seminary-mkor-chaim_NJ_40.047_-74.215,Rabbinical Seminary Mkor Chaim,40.046838,-74.214817,NJ,Faith-Based,Private Nonprofit,100.0%,81,"$8,450.00",www.mkorchaim.org
rabbinical-college-of-long-island_NY_40.586_-73.670,Rabbinical College of Long Island,40.586427,-73.670238,NY,Community Colleges,Private Nonprofit,100.0%,161,"$10,290.00",rabbinicalcollegelongisland.com
rabbinical-seminary-of-america_NY_40.723_-73.817,Rabbinical Seminary of America,40.72308,-73.817161,NY,Faith-Based,Private Nonprofit,97.5%,379,"$10,000.00",www.rabbinical.org
rensselaer-polytechnic-institute_NY_42.730_-73.677,Rensselaer Polytechnic Institute,42.729978,-73.676646,NY,STEM / Technology Institutes,Private Nonprofit,58.5%,"5,909","$61,884.00",www.rpi.edu
roberts-wesleyan-university_NY_43.126_-77.798,Roberts Wesleyan University,43.125755,-77.798498,NY,Elite Private Universities,Private Nonprofit,77.8%,"1,065","$37,504.00",www.roberts.edu
rochester-institute-of-technology_NY_43.084_-77.674,Rochester Institute of Technology,43.084188,-77.67386,NY,STEM / Technology Institutes,Private Nonprofit,71.4%,"13,225","$57,016.00",www.rit.edu
university-of-rochester_NY_43.126_-77.631,University of Rochester,43.126397,-77.631202,NY,Elite Private Universities,Private Nonprofit,35.9%,"6,488","$64,348.00",www.rochester.edu
the-rockefeller-university_NY_40.762_-73.955,The Rockefeller University,40.762489,-73.955198,NY,Elite Private Universities,Private Nonprofit,,,,www.rockefeller.edu
rockland-community-college_NY_41.134_-74.086,Rockland Community College,41.133929,-74.085969,NY,Community Colleges,Public,,"4,180","$6,398.00",www.sunyrockland.edu
russell-sage-college_NY_42.728_-73.694,Russell Sage College,42.72822,-73.693711,NY,Private Liberal Arts Colleges,Private Nonprofit,76.2%,"1,075","$36,756.00",sage.edu
st-bernard-s-school-of-theology-and-ministry_NY_43.102_-77.526,St Bernard's School of Theology and Ministry,43.102185,-77.526326,NY,Public Regional Universities,Private Nonprofit,,,,www.stbernards.edu
st-bonaventure-university_NY_42.080_-78.481,St Bonaventure University,42.080191,-78.481107,NY,Elite Private Universities,Private Nonprofit,81.5%,"1,892","$40,150.00",www.sbu.edu
st-francis-college_NY_40.690_-73.987,St. Francis College,40.690233,-73.986559,NY,Private Liberal Arts Colleges,Private Nonprofit,,"1,931","$27,570.00",www.sfc.edu
st-joseph-s-college-of-nursing_NY_43.055_-76.148,St. Joseph's College of Nursing,43.055355,-76.148355,NY,Community Colleges,Private Nonprofit,45.5%,283,"$23,206.00",www.sjhcon.edu
st-lawrence-university_NY_44.590_-75.161,St Lawrence University,44.589879,-75.161343,NY,Elite Private Universities,Private Nonprofit,58.5%,"2,040","$63,870.00",www.stlawu.edu
the-college-of-saint-rose_NY_42.664_-73.787,The College of Saint Rose,42.664297,-73.786661,NY,Private Liberal Arts Colleges,Private Nonprofit,73.4%,"1,238","$37,452.00",www.strose.edu
st-thomas-aquinas-college_NY_41.042_-73.937,St. Thomas Aquinas College,41.041576,-73.936799,NY,Private Liberal Arts Colleges,Private Nonprofit,82.2%,"1,009","$37,720.00",www.stac.edu
samaritan-hospital-school-of-nursing_NY_42.743_-73.676,Samaritan Hospital School of Nursing,42.742861,-73.676151,NY,Community Colleges,Private Nonprofit,,132,"$14,671.00",www.sphp.com/careers/schools-of-nursing
sarah-lawrence-college_NY_40.935_-73.844,Sarah Lawrence College,40.9355,-73.843727,NY,Private Liberal Arts Colleges,Private Nonprofit,58.9%,"1,468","$63,678.00",www.sarahlawrence.edu
schenectady-county-community-college_NY_42.814_-73.950,Schenectady County Community College,42.814412,-73.950008,NY,Community Colleges,Public,,"1,499","$5,924.00",sunysccc.edu
sh-or-yoshuv-rabbinical-college_NY_40.605_-73.740,Sh'or Yoshuv Rabbinical College,40.605227,-73.740085,NY,Private Liberal Arts Colleges,Private Nonprofit,,147,"$11,700.00",www.shoryoshuv.org
siena-college_NY_42.718_-73.753,Siena College,42.717602,-73.7526,NY,Private Liberal Arts Colleges,Private Nonprofit,70.6%,"3,447","$44,405.00",www.siena.edu
skidmore-college_NY_43.097_-73.785,Skidmore College,43.097035,-73.785335,NY,Private Liberal Arts Colleges,Private Nonprofit,22.9%,"2,760","$65,030.00",www.skidmore.edu
st-joseph-s-university-new-york_NY_40.690_-73.968,St. Joseph's University-New York,40.690418,-73.967664,NY,Elite Private Universities,Private Nonprofit,71.4%,"3,343","$34,535.00",www.sjny.edu
saint-vladimirs-orthodox-theological-seminary_NY_40.969_-73.824,Saint Vladimirs Orthodox Theological Seminary,40.969393,-73.824358,NY,Faith-Based,Private Nonprofit,,,,www.svots.edu
saint-elizabeth-college-of-nursing_NY_43.083_-75.268,Saint Elizabeth College of Nursing,43.082768,-75.267857,NY,Community Colleges,Private Nonprofit,100.0%,146,"$19,300.00",www.secon.edu
st-john-fisher-university_NY_43.116_-77.513,St. John Fisher University,43.116259,-77.513056,NY,Elite Private Universities,Private Nonprofit,67.8%,"2,579","$39,666.00",www.sjf.edu
st-paul-s-school-of-nursing-staten-island_NY_40.606_-74.180,St Paul's School of Nursing-Staten Island,40.605584,-74.179757,NY,Online / For-Profit,Private For-profit,,661,"$17,525.00",www.stpaulsschoolofnursing.edu
st-john-s-university-new-york_NY_40.723_-73.796,St. John's University-New York,40.722523,-73.796104,NY,Elite Private Universities,Private Nonprofit,79.7%,"9,742","$50,110.00",www.stjohns.edu
sullivan-county-community-college_NY_41.764_-74.668,Sullivan County Community College,41.7641,-74.667769,NY,Community Colleges,Public,,916,"$6,288.00",www.sunysullivan.edu
suny-college-of-technology-at-alfred_NY_42.255_-77.795,SUNY College of Technology at Alfred,42.255262,-77.794632,NY,Community Colleges,Public,81.8%,"3,510","$8,862.00",www.alfredstate.edu
suny-college-of-technology-at-canton_NY_44.604_-75.183,SUNY College of Technology at Canton,44.604096,-75.182906,NY,STEM / Technology Institutes,Public,96.3%,"2,778","$8,689.00",www.canton.edu
suny-college-of-technology-at-delhi_NY_42.270_-74.925,SUNY College of Technology at Delhi,42.269859,-74.924612,NY,STEM / Technology Institutes,Public,88.4%,"2,597","$8,710.00",www.delhi.edu
suny-college-of-agriculture-and-technology-at-cobleskill_NY_42.673_-74.498,SUNY College of Agriculture and Technology at Cobleskill,42.672534,-74.498258,NY,STEM / Technology Institutes,Public,83.2%,"1,776","$8,676.00",www.cobleskill.edu
farmingdale-state-college_NY_40.754_-73.428,Farmingdale State College,40.754224,-73.42832,NY,Public Regional Universities,Public,69.1%,"9,117","$8,576.00",www.farmingdale.edu
suny-morrisville_NY_42.894_-75.641,SUNY Morrisville,42.893962,-75.640583,NY,Community Colleges,Public,91.2%,"1,860","$8,769.00",www.morrisville.edu
university-at-albany_NY_42.685_-73.825,University at Albany,42.685489,-73.824662,NY,Public Regional Universities,Public,69.9%,"12,100","$10,408.00",www.albany.edu
binghamton-university_NY_42.088_-75.967,Binghamton University,42.087868,-75.966889,NY,Public Regional Universities,Public,37.7%,"14,401","$10,363.00",www.binghamton.edu
university-at-buffalo_NY_43.001_-78.789,University at Buffalo,43.000942,-78.789458,NY,Public Regional Universities,Public,69.3%,"20,284","$10,782.00",www.buffalo.edu
stony-brook-university_NY_40.915_-73.120,Stony Brook University,40.91476,-73.12046,NY,Public Regional Universities,Public,49.0%,"17,420","$10,560.00",www.stonybrook.edu
suny-college-of-environmental-science-and-forestry_NY_43.035_-76.139,SUNY College of Environmental Science and Forestry,43.034765,-76.138724,NY,Public Regional Universities,Public,82.9%,"1,725","$9,206.00",www.esf.edu
suny-polytechnic-institute_NY_43.138_-75.230,SUNY Polytechnic Institute,43.137701,-75.229841,NY,STEM / Technology Institutes,Public,78.4%,"1,773","$8,578.00",www.sunypoly.edu
suny-brockport_NY_43.212_-77.947,SUNY Brockport,43.211926,-77.947188,NY,Public Regional Universities,Public,71.3%,"5,381","$8,678.00",www.brockport.edu
suny-buffalo-state-university_NY_42.934_-78.882,SUNY Buffalo State University,42.933832,-78.882125,NY,Public Regional Universities,Public,75.9%,"5,358","$8,486.00",suny.buffalostate.edu
state-university-of-new-york-at-cortland_NY_42.598_-76.189,State University of New York at Cortland,42.598022,-76.188655,NY,Public Regional Universities,Public,50.7%,"5,896","$8,815.00",www2.cortland.edu
suny-at-fredonia_NY_42.452_-79.337,SUNY at Fredonia,42.452236,-79.337375,NY,Public Regional Universities,Public,79.2%,"2,860","$8,771.00",www.fredonia.edu
suny-college-at-geneseo_NY_42.797_-77.822,SUNY College at Geneseo,42.796645,-77.821894,NY,Public Regional Universities,Public,63.5%,"3,855","$8,966.00",www.geneseo.edu
state-university-of-new-york-at-new-paltz_NY_41.741_-74.082,State University of New York at New Paltz,41.740936,-74.082188,NY,Public Regional Universities,Public,58.7%,"6,022","$8,524.00",www.newpaltz.edu
suny-oneonta_NY_42.469_-75.064,SUNY Oneonta,42.468861,-75.063632,NY,Public Regional Universities,Public,70.2%,"4,820","$8,812.00",suny.oneonta.edu
state-university-of-new-york-at-oswego_NY_43.454_-76.541,State University of New York at Oswego,43.454287,-76.540798,NY,Public Regional Universities,Public,80.4%,"5,618","$8,769.00",www.oswego.edu
suny-college-at-potsdam_NY_44.662_-74.974,SUNY College at Potsdam,44.662148,-74.973815,NY,Public Regional Universities,Public,85.5%,"1,951","$8,712.00",www.potsdam.edu
suny-at-purchase-college_NY_41.047_-73.702,SUNY at Purchase College,41.047223,-73.701955,NY,Public Regional Universities,Public,72.8%,"3,110","$8,953.00",www.purchase.edu
suny-college-of-optometry_NY_40.754_-73.982,SUNY College of Optometry,40.754465,-73.982236,NY,Health & Medical Colleges,Public,,,,www.sunyopt.edu
suny-old-westbury_NY_40.799_-73.572,SUNY Old Westbury,40.799021,-73.571907,NY,Public Regional Universities,Public,84.6%,"3,945","$8,379.00",www.oldwestbury.edu
suny-college-at-plattsburgh_NY_44.693_-73.467,SUNY College at Plattsburgh,44.69293,-73.466536,NY,Public Regional Universities,Public,75.2%,"3,789","$8,881.00",www.plattsburgh.edu
suny-downstate-health-sciences-university_NY_40.654_-73.946,SUNY Downstate Health Sciences University,40.653855,-73.945535,NY,Health & Medical Colleges,Public,,286,,www.downstate.edu
empire-state-university_NY_43.077_-73.782,Empire State University,43.077283,-73.782484,NY,Public Regional Universities,Public,,"7,046","$7,630.00",www.sunyempire.edu
suny-maritime-college_NY_40.807_-73.795,SUNY Maritime College,40.807217,-73.795309,NY,Public Regional Universities,Public,78.5%,"1,242","$8,540.00",www.sunymaritime.edu
upstate-medical-university_NY_43.042_-76.140,Upstate Medical University,43.041819,-76.140009,NY,Health & Medical Colleges,Public,,117,,www.upstate.edu
swedish-institute-a-college-of-health-sciences_NY_40.746_-73.996,Swedish Institute a College of Health Sciences,40.746384,-73.99567,NY,Online / For-Profit,Private For-profit,,"1,157","$26,041.00",www.swedishinstitute.edu
syracuse-university_NY_43.037_-76.134,Syracuse University,43.036644,-76.133989,NY,Elite Private Universities,Private Nonprofit,41.7%,"15,245","$63,061.00",www.syracuse.edu
talmudical-seminary-oholei-torah_NY_40.670_-73.946,Talmudical Seminary Oholei Torah,40.670089,-73.945759,NY,Faith-Based,Private Nonprofit,78.1%,353,"$8,000.00",www.tsot.edu
talmudical-institute-of-upstate-new-york_NY_43.147_-77.575,Talmudical Institute of Upstate New York,43.147062,-77.574943,NY,Public Regional Universities,Private Nonprofit,100.0%,16,"$6,150.00",www.tiuny.org
teachers-college-at-columbia-university_NY_40.810_-73.960,Teachers College at Columbia University,40.810216,-73.960194,NY,Elite Private Universities,Private Nonprofit,,,,www.tc.columbia.edu
tompkins-cortland-community-college_NY_42.502_-76.288,Tompkins Cortland Community College,42.502006,-76.287586,NY,Community Colleges,Public,,"1,456","$6,946.00",www.tompkinscortland.edu
torah-temimah-talmudical-seminary_NY_40.558_-74.169,Torah Temimah Talmudical Seminary,40.557785,-74.168769,NY,Faith-Based,Private Nonprofit,64.7%,73,"$9,600.00",torahtemimahtalmudicalseminary.com
touro-university_NY_40.757_-73.981,Touro University,40.757267,-73.980813,NY,Elite Private Universities,Private Nonprofit,63.0%,"4,004","$21,810.00",www.touro.edu
trocaire-college_NY_42.847_-78.812,Trocaire College,42.846693,-78.812398,NY,Community Colleges,Private Nonprofit,83.0%,962,"$19,820.00",trocaire.edu
excelsior-university_NY_42.705_-73.863,Excelsior University,42.705487,-73.862981,NY,Elite Private Universities,Private Nonprofit,,"12,701",,www.excelsior.edu
ulster-county-community-college_NY_41.851_-74.129,Ulster County Community College,41.851218,-74.128698,NY,Community Colleges,Public,,"1,265","$6,376.00",www.sunyulster.edu
union-college_NY_42.818_-73.929,Union College,42.818097,-73.928788,NY,Private Liberal Arts Colleges,Private Nonprofit,43.8%,"2,070","$66,456.00",www.union.edu
union-theological-seminary-in-the-city-of-new-york_NY_40.812_-73.962,Union Theological Seminary in the City of New York,40.811823,-73.961549,NY,Faith-Based,Private Nonprofit,,,,utsnyc.edu
united-talmudical-seminary_NY_40.706_-73.959,United Talmudical Seminary,40.705687,-73.959113,NY,Faith-Based,Private Nonprofit,,"2,006","$14,133.00",utsny.edu
united-states-merchant-marine-academy_NY_40.814_-73.763,United States Merchant Marine Academy,40.81357,-73.763004,NY,Public Regional Universities,Public,32.5%,947,$945.00,www.usmma.edu
united-states-military-academy_NY_41.389_-73.957,United States Military Academy,41.388988,-73.956772,NY,Public Regional Universities,Public,14.0%,"4,439",,www.westpoint.edu
utica-university_NY_43.096_-75.273,Utica University,43.096213,-75.272916,NY,Elite Private Universities,Private Nonprofit,87.2%,"2,477","$24,308.00",www.utica.edu
vassar-college_NY_41.687_-73.895,Vassar College,41.686895,-73.895088,NY,Private Liberal Arts Colleges,Private Nonprofit,17.7%,"2,430","$67,805.00",www.vassar.edu
villa-maria-college_NY_42.912_-78.797,Villa Maria College,42.91223,-78.796823,NY,Private Liberal Arts Colleges,Private Nonprofit,86.7%,536,"$28,670.00",www.villa.edu
school-of-visual-arts_NY_40.739_-73.982,School of Visual Arts,40.738809,-73.982359,NY,Online / For-Profit,Private For-profit,91.3%,"3,432","$49,140.00",www.sva.edu
wagner-college_NY_40.616_-74.093,Wagner College,40.615588,-74.092913,NY,Private Liberal Arts Colleges,Private Nonprofit,83.5%,"1,579","$52,000.00",www.wagner.edu
webb-institute_NY_40.884_-73.645,Webb Institute,40.884444,-73.644909,NY,Public Regional Universities,Private Nonprofit,20.0%,105,"$61,060.00",www.webb.edu
wells-college_NY_42.743_-76.696,Wells College,42.742943,-76.696028,NY,Private Liberal Arts Colleges,Private Nonprofit,69.7%,355,"$35,166.00",www.wells.edu
the-college-of-westchester_NY_41.034_-73.784,The College of Westchester,41.033687,-73.784404,NY,Online / For-Profit,Private For-profit,94.6%,760,"$24,705.00",www.cw.edu
suny-westchester-community-college_NY_41.068_-73.790,SUNY Westchester Community College,41.068458,-73.789669,NY,Community Colleges,Public,,"7,788","$5,696.00",www.sunywcc.edu
yeshiva-karlin-stolin_NY_40.625_-73.983,Yeshiva Karlin Stolin,40.624918,-73.983373,NY,Public Regional Universities,Private Nonprofit,,136,"$14,000.00",yeshivakarlinstolin.org
yeshiva-derech-chaim_NY_40.637_-73.980,Yeshiva Derech Chaim,40.636889,-73.979757,NY,Public Regional Universities,Private Nonprofit,70.2%,119,"$12,700.00",ydc.edu
yeshiva-of-nitra-rabbinical-college_NY_41.354_-74.256,Yeshiva of Nitra Rabbinical College,41.353674,-74.255911,NY,Private Liberal Arts Colleges,Private Nonprofit,,249,"$14,000.00",yeshivaofnitra.org
yeshivath-shaar-hatorah_NY_40.704_-73.835,Yeshivath Shaar Hatorah,40.704048,-73.835009,NY,Public Regional Universities,Private Nonprofit,91.8%,84,"$19,200.00",shaarhatorah.edu
yeshiva-university_NY_40.851_-73.930,Yeshiva University,40.850605,-73.929873,NY,Elite Private Universities,Private Nonprofit,63.7%,"2,942","$49,900.00",www.yu.edu
yeshivath-viznitz_NY_41.115_-74.070,Yeshivath Viznitz,41.114682,-74.070243,NY,Public Regional Universities,Private Nonprofit,93.7%,921,"$9,900.00",yeshivathviznitz.com
yeshivath-zichron-moshe_NY_41.730_-74.622,Yeshivath Zichron Moshe,41.73048,-74.621823,NY,Community Colleges,Private Nonprofit,52.2%,176,"$10,880.00",yeshivathzichronmoshe.com
college-of-the-albemarle_NC_36.325_-76.220,College of the Albemarle,36.324885,-76.219765,NC,Community Colleges,Public,,"1,271","$2,249.00",www.albemarle.edu
south-piedmont-community-college_NC_35.000_-80.211,South Piedmont Community College,35.000312,-80.211087,NC,Community Colleges,Public,,"1,555","$2,022.00",www.spcc.edu
appalachian-state-university_NC_36.216_-81.681,Appalachian State University,36.215536,-81.680583,NC,Public Regional Universities,Public,88.6%,"19,304","$7,541.00",www.appstate.edu
barton-college_NC_35.734_-77.914,Barton College,35.734376,-77.913867,NC,Private Liberal Arts Colleges,Private Nonprofit,95.9%,"1,020","$35,600.00",www.barton.edu
beaufort-county-community-college_NC_35.534_-76.965,Beaufort County Community College,35.533587,-76.96535,NC,Community Colleges,Public,,"1,560","$2,540.00",www.beaufortccc.edu
belmont-abbey-college_NC_35.261_-81.041,Belmont Abbey College,35.260651,-81.041315,NC,Private Liberal Arts Colleges,Private Nonprofit,90.4%,"1,454","$19,500.00",www.belmontabbeycollege.edu
bennett-college_NC_36.068_-79.780,Bennett College,36.067531,-79.77998,NC,Private Liberal Arts Colleges,Private Nonprofit,33.6%,191,"$19,140.00",www.bennett.edu
bladen-community-college_NC_34.645_-78.731,Bladen Community College,34.644691,-78.731119,NC,Community Colleges,Public,,880,"$2,558.00",www.bladencc.edu
brevard-college_NC_35.237_-82.729,Brevard College,35.236763,-82.729494,NC,Private Liberal Arts Colleges,Private Nonprofit,39.5%,760,"$31,250.00",www.brevard.edu
brunswick-community-college_NC_34.039_-78.230,Brunswick Community College,34.038973,-78.22979,NC,Community Colleges,Public,,"1,124","$2,532.00",www.brunswickcc.edu
cabarrus-college-of-health-sciences_NC_35.440_-80.601,Cabarrus College of Health Sciences,35.440038,-80.600824,NC,Community Colleges,Private Nonprofit,49.2%,602,"$16,070.00",cabarruscollege.edu
caldwell-community-college-and-technical-institute_NC_35.855_-81.484,Caldwell Community College and Technical Institute,35.854604,-81.484148,NC,Community Colleges,Public,,"2,331","$2,537.00",www.cccti.edu
campbell-university_NC_35.409_-78.738,Campbell University,35.409149,-78.738238,NC,Elite Private Universities,Private Nonprofit,94.3%,"2,790","$40,410.00",www.campbell.edu
cape-fear-community-college_NC_34.241_-77.948,Cape Fear Community College,34.240624,-77.948306,NC,Community Colleges,Public,,"9,497","$2,748.00",www.cfcc.edu
catawba-college_NC_35.691_-80.483,Catawba College,35.691443,-80.482751,NC,Private Liberal Arts Colleges,Private Nonprofit,77.7%,"1,127","$33,400.00",www.catawba.edu
catawba-valley-community-college_NC_35.700_-81.288,Catawba Valley Community College,35.699732,-81.28792,NC,Community Colleges,Public,,"3,517","$2,367.00",www.cvcc.edu
central-piedmont-community-college_NC_35.218_-80.830,Central Piedmont Community College,35.217774,-80.829796,NC,Community Colleges,Public,,"13,640","$2,792.00",www.cpcc.edu
chowan-university_NC_36.436_-77.099,Chowan University,36.436258,-77.099141,NC,Elite Private Universities,Private Nonprofit,72.4%,638,"$27,110.00",www.chowan.edu
cleveland-community-college_NC_35.280_-81.493,Cleveland Community College,35.279833,-81.492856,NC,Community Colleges,Public,,"1,236","$2,602.00",www.clevelandcc.edu
coastal-carolina-community-college_NC_34.772_-77.385,Coastal Carolina Community College,34.771687,-77.384785,NC,Community Colleges,Public,,"2,682","$2,462.00",www.coastalcarolina.edu
craven-community-college_NC_35.112_-77.102,Craven Community College,35.111516,-77.102232,NC,Community Colleges,Public,,"1,877","$2,022.00",cravencc.edu
davidson-college_NC_35.500_-80.844,Davidson College,35.499767,-80.843979,NC,Private Liberal Arts Colleges,Private Nonprofit,14.5%,"1,901","$60,300.00",davidson.edu
duke-university_NC_36.001_-78.938,Duke University,36.001135,-78.937624,NC,Elite Private Universities,Private Nonprofit,6.8%,"6,417","$65,805.00",www.duke.edu
durham-technical-community-college_NC_35.975_-78.882,Durham Technical Community College,35.974768,-78.8817,NC,Community Colleges,Public,,"3,195","$1,986.00",www.durhamtech.edu
east-carolina-university_NC_35.607_-77.368,East Carolina University,35.607186,-77.368291,NC,Public Regional Universities,Public,90.1%,"19,857","$7,361.00",www.ecu.edu
elizabeth-city-state-university_NC_36.278_-76.214,Elizabeth City State University,36.277978,-76.214041,NC,Public Regional Universities,Public,70.5%,"1,863","$3,412.00",www.ecsu.edu
elon-university_NC_36.104_-79.503,Elon University,36.104148,-79.50344,NC,Elite Private Universities,Private Nonprofit,67.3%,"6,402","$44,536.00",www.elon.edu
fayetteville-technical-community-college_NC_35.069_-78.927,Fayetteville Technical Community College,35.068851,-78.92658,NC,Community Colleges,Public,,"8,814","$2,628.00",www.faytechcc.edu
fayetteville-state-university_NC_35.074_-78.892,Fayetteville State University,35.073641,-78.891696,NC,Public Regional Universities,Public,79.9%,"5,493","$3,969.00",www.uncfsu.edu
forsyth-technical-community-college_NC_36.069_-80.272,Forsyth Technical Community College,36.06854,-80.272215,NC,Community Colleges,Public,,"6,939","$2,256.00",www.forsythtech.edu
gardner-webb-university_NC_35.247_-81.668,Gardner-Webb University,35.24732,-81.668141,NC,Elite Private Universities,Private Nonprofit,87.0%,"1,836","$33,450.00",www.gardner-webb.edu
greensboro-college_NC_36.071_-79.800,Greensboro College,36.071082,-79.800232,NC,Private Liberal Arts Colleges,Private Nonprofit,92.0%,656,"$20,400.00",www.greensboro.edu
guilford-college_NC_36.094_-79.888,Guilford College,36.094233,-79.887737,NC,Private Liberal Arts Colleges,Private Nonprofit,83.8%,"1,011","$41,140.00",www.guilford.edu
guilford-technical-community-college_NC_35.998_-79.921,Guilford Technical Community College,35.99846,-79.92062,NC,Community Colleges,Public,,"8,179","$2,319.00",www.gtcc.edu
halifax-community-college_NC_36.428_-77.618,Halifax Community College,36.427712,-77.617681,NC,Community Colleges,Public,,540,"$2,608.00",www.halifaxcc.edu
heritage-bible-college_NC_35.307_-78.664,Heritage Bible College,35.307368,-78.664393,NC,Faith-Based,Private Nonprofit,,28,"$8,688.00",www.heritagebiblecollege.edu
high-point-university_NC_35.972_-79.995,High Point University,35.972035,-79.994675,NC,Elite Private Universities,Private Nonprofit,76.8%,"4,970","$44,208.00",www.highpoint.edu
johnson-c-smith-university_NC_35.243_-80.857,Johnson C Smith University,35.243033,-80.857251,NC,Elite Private Universities,Private Nonprofit,42.9%,"1,047","$20,480.00",www.jcsu.edu
johnston-community-college_NC_35.501_-78.332,Johnston Community College,35.501418,-78.332293,NC,Community Colleges,Public,,"2,998","$2,657.00",www.johnstoncc.edu
lees-mcrae-college_NC_36.162_-81.873,Lees-McRae College,36.162477,-81.873371,NC,Private Liberal Arts Colleges,Private Nonprofit,80.8%,817,"$31,140.00",www.lmc.edu
lenoir-community-college_NC_35.234_-77.572,Lenoir Community College,35.234405,-77.571532,NC,Community Colleges,Public,,"1,311","$2,568.00",www.lenoircc.edu
lenoir-rhyne-university_NC_35.740_-81.328,Lenoir-Rhyne University,35.739968,-81.327598,NC,Elite Private Universities,Private Nonprofit,80.7%,"1,348","$30,900.00",www.lr.edu
livingstone-college_NC_35.671_-80.484,Livingstone College,35.670877,-80.483956,NC,Private Liberal Arts Colleges,Private Nonprofit,74.1%,798,"$18,296.00",livingstone.edu
louisburg-college_NC_36.105_-78.299,Louisburg College,36.105035,-78.29898,NC,Community Colleges,Private Nonprofit,32.0%,413,"$22,974.00",www.louisburg.edu
mars-hill-university_NC_35.828_-82.552,Mars Hill University,35.82752,-82.551827,NC,Elite Private Universities,Private Nonprofit,77.9%,995,"$37,270.00",www.mhu.edu
meredith-college_NC_35.799_-78.690,Meredith College,35.799351,-78.689995,NC,Private Liberal Arts Colleges,Private Nonprofit,74.7%,"1,288","$43,936.00",www.meredith.edu
methodist-university_NC_35.135_-78.874,Methodist University,35.135058,-78.874426,NC,Faith-Based,Private Nonprofit,75.2%,"1,425","$39,664.00",www.methodist.edu
miller-motte-college-wilmington_NC_34.243_-77.882,Miller-Motte College-Wilmington,34.242761,-77.882359,NC,Online / For-Profit,Private For-profit,,152,,www.miller-motte.edu
montreat-college_NC_35.647_-82.298,Montreat College,35.646577,-82.2976,NC,Private Liberal Arts Colleges,Private Nonprofit,65.5%,750,"$33,860.00",www.montreat.edu
university-of-mount-olive_NC_35.208_-78.069,University of Mount Olive,35.208166,-78.069388,NC,Elite Private Universities,Private Nonprofit,77.8%,"1,754","$25,950.00",umo.edu
nash-community-college_NC_35.977_-77.898,Nash Community College,35.976823,-77.898348,NC,Community Colleges,Public,,"1,422","$2,883.00",www.nashcc.edu
north-carolina-a-t-state-university_NC_36.073_-79.773,North Carolina A & T State University,36.07282,-79.773375,NC,Public Regional Universities,Public,46.2%,"11,925","$6,748.00",www.ncat.edu
university-of-north-carolina-asheville_NC_35.617_-82.565,University of North Carolina Asheville,35.617068,-82.565392,NC,Public Flagship Universities,Public,93.9%,"2,790","$7,461.00",unca.edu
university-of-north-carolina-at-chapel-hill_NC_35.912_-79.051,University of North Carolina at Chapel Hill,35.911769,-79.050969,NC,Public Flagship Universities,Public,18.7%,"20,556","$8,989.00",www.unc.edu
university-of-north-carolina-at-charlotte_NC_35.306_-80.731,University of North Carolina at Charlotte,35.306022,-80.730919,NC,Public Flagship Universities,Public,80.2%,"23,567","$7,214.00",www.charlotte.edu
university-of-north-carolina-at-greensboro_NC_36.068_-79.809,University of North Carolina at Greensboro,36.068236,-79.809414,NC,Public Flagship Universities,Public,89.8%,"13,848","$7,593.00",www.uncg.edu
north-carolina-central-university_NC_35.974_-78.899,North Carolina Central University,35.974237,-78.898602,NC,Public Regional Universities,Public,90.5%,"5,400","$6,542.00",www.nccu.edu
university-of-north-carolina-school-of-the-arts_NC_36.076_-80.236,University of North Carolina School of the Arts,36.076183,-80.235672,NC,Public Flagship Universities,Public,33.1%,902,"$9,477.00",www.uncsa.edu
north-carolina-state-university-at-raleigh_NC_35.785_-78.675,North Carolina State University at Raleigh,35.785111,-78.674517,NC,Public Flagship Universities,Public,39.9%,"26,389","$8,895.00",www.ncsu.edu
